46001495;ADVENTURING;ARMS & ARMOUR;T'avin T'soban;AMMUNITION;Crossbow bolts (100);RED CURTAIN;Siras Invictus;10669;7582332
91992005;ADVENTURING;ARMS & ARMOUR;T'avin T'soban;AMMUNITION;Crossbow bolts (100);U.N.N.;Ruralion Baeneduren;10669;7582332
96772117;ADVENTURING;ARMS & ARMOUR;T'avin T'soban;AMMUNITION;Crossbow bolts (100);BORDERLANDS;Thaldrak Battlehammer;10669;7582332
33238513;LUXURY SPECIALTIES;ARMS & ARMOUR;T'avin T'soban;STAFF;Staff of Striking;RED CURTAIN;Siras Invictus;7394;7375496
53236127;LUXURY SPECIALTIES;ARMS & ARMOUR;T'avin T'soban;STAFF;Staff of Striking;ARCANTIC;Enthoril Murkywaters;7394;7375496
95029264;COMMISSIONS;ARMS & ARMOUR;T'avin T'soban;ROD;Korolnor Scepter;MYTHAL;Arentian Mythrandius;10326;7285380
95578715;COMMISSIONS;ARMS & ARMOUR;T'avin T'soban;ROD;Korolnor Scepter;U.N.N.;Ruralion Baeneduren;10326;7285380
31998986;COMMISSIONS;ARMS & ARMOUR;T'avin T'soban;MARTIAL MELEE WEAPON;Hazirawn;RED CURTAIN;Siras Invictus;19137;7176510
68975518;COMMISSIONS;ARMS & ARMOUR;T'avin T'soban;MARTIAL MELEE WEAPON;Hazirawn;ARCANTIC;Enthoril Murkywaters;19137;7176510
22516017;COMMISSIONS;ARMS & ARMOUR;T'avin T'soban;HELMET;Black Dragon Mask;SABLE;Nundro Rockseeker;8995;7126087
62788827;COMMISSIONS;ARMS & ARMOUR;T'avin T'soban;HELMET;Black Dragon Mask;MYTHAL;Arentian Mythrandius;8995;7126087
69780777;ADVENTURING;ARMS & ARMOUR;T'avin T'soban;MARTIAL MELEE WEAPON;Lance;RED CURTAIN;Siras Invictus;13034;7124606
72384785;ADVENTURING;ARMS & ARMOUR;T'avin T'soban;MARTIAL MELEE WEAPON;Lance;U.N.N.;Ruralion Baeneduren;13034;7124606
91362599;ADVENTURING;ARMS & ARMOUR;T'avin T'soban;MARTIAL MELEE WEAPON;Lance;BORDERLANDS;Thaldrak Battlehammer;13034;7124606
55597449;ADVENTURING;ARMS & ARMOUR;T'avin T'soban;WEAPON OTHER;Weapon +1;RED CURTAIN;Siras Invictus;10317;7078764
66797511;ADVENTURING;ARMS & ARMOUR;T'avin T'soban;WEAPON OTHER;Weapon +1;SABLE;Nundro Rockseeker;10317;7078764
34058101;ADVENTURING;ARMS & ARMOUR;T'avin T'soban;MARTIAL MELEE WEAPON;Scimitar;BORDERLANDS;Thaldrak Battlehammer;14927;7057155
61200121;ADVENTURING;ARMS & ARMOUR;T'avin T'soban;MARTIAL MELEE WEAPON;Scimitar;RED CURTAIN;Siras Invictus;14927;7057155
78051481;ADVENTURING;ARMS & ARMOUR;T'avin T'soban;MARTIAL MELEE WEAPON;Scimitar;U.N.N.;Ruralion Baeneduren;14927;7057155
26032666;LUXURY SPECIALTIES;ARMS & ARMOUR;T'avin T'soban;ROD;Blast Scepter;BORDERLANDS;Thaldrak Battlehammer;10187;6893274
48427508;LUXURY SPECIALTIES;ARMS & ARMOUR;T'avin T'soban;ROD;Blast Scepter;RED CURTAIN;Siras Invictus;10187;6893274
19512135;COMMISSIONS;ARMS & ARMOUR;T'avin T'soban;MARTIAL MELEE WEAPON;Ironfang;SABLE;Nundro Rockseeker;13559;6679841
36560793;COMMISSIONS;ARMS & ARMOUR;T'avin T'soban;MARTIAL MELEE WEAPON;Ironfang;RED CURTAIN;Siras Invictus;13559;6679841
17435769;ADVENTURING;ARMS & ARMOUR;T'avin T'soban;SHIELD;Shield;U.N.N.;Ruralion Baeneduren;10319;6673958
72869047;ADVENTURING;ARMS & ARMOUR;T'avin T'soban;SHIELD;Shield;BORDERLANDS;Thaldrak Battlehammer;10319;6673958
86748574;ADVENTURING;ARMS & ARMOUR;T'avin T'soban;SHIELD;Shield;RED CURTAIN;Siras Invictus;10319;6673958
11929061;ADVENTURING;ARMS & ARMOUR;T'avin T'soban;MARTIAL MELEE WEAPON;Maul;RED CURTAIN;Siras Invictus;13605;6672270
15035849;ADVENTURING;ARMS & ARMOUR;T'avin T'soban;MARTIAL MELEE WEAPON;Maul;BORDERLANDS;Thaldrak Battlehammer;13605;6672270
60203975;ADVENTURING;ARMS & ARMOUR;T'avin T'soban;MARTIAL MELEE WEAPON;Maul;U.N.N.;Ruralion Baeneduren;13605;6672270
28942113;ADVENTURING;ARMS & ARMOUR;T'avin T'soban;MARTIAL RANGED WEAPON;Crossbow - heavy;RED CURTAIN;Siras Invictus;11473;6655381
50072144;ADVENTURING;ARMS & ARMOUR;T'avin T'soban;MARTIAL RANGED WEAPON;Crossbow - heavy;BORDERLANDS;Thaldrak Battlehammer;11473;6655381
73822714;ADVENTURING;ARMS & ARMOUR;T'avin T'soban;MARTIAL RANGED WEAPON;Crossbow - heavy;U.N.N.;Ruralion Baeneduren;11473;6655381
10687153;ADVENTURING;ARMS & ARMOUR;T'avin T'soban;MARTIAL MELEE WEAPON;Tentacle Rod;MYTHAL;Arentian Mythrandius;8299;6621683
99825633;ADVENTURING;ARMS & ARMOUR;T'avin T'soban;MARTIAL MELEE WEAPON;Tentacle Rod;RED CURTAIN;Siras Invictus;8299;6621683
19361682;ADVENTURING;ARMS & ARMOUR;T'avin T'soban;SIMPLE RANGED WEAPON;Dart (10);U.N.N.;Ruralion Baeneduren;10094;6481374
97207846;ADVENTURING;ARMS & ARMOUR;T'avin T'soban;SIMPLE RANGED WEAPON;Dart (10);RED CURTAIN;Siras Invictus;10094;6481374
98429687;ADVENTURING;ARMS & ARMOUR;T'avin T'soban;SIMPLE RANGED WEAPON;Dart (10);BORDERLANDS;Thaldrak Battlehammer;10094;6481374
37081717;ADVENTURING;ARMS & ARMOUR;T'avin T'soban;SIMPLE MELEE WEAPON;Light hammer;U.N.N.;Ruralion Baeneduren;10296;6352812
82684199;ADVENTURING;ARMS & ARMOUR;T'avin T'soban;SIMPLE MELEE WEAPON;Light hammer;BORDERLANDS;Thaldrak Battlehammer;10296;6352812
95871316;ADVENTURING;ARMS & ARMOUR;T'avin T'soban;SIMPLE MELEE WEAPON;Light hammer;RED CURTAIN;Siras Invictus;10296;6352812
30386418;ADVENTURING;ARMS & ARMOUR;T'avin T'soban;SIMPLE MELEE WEAPON;Veterans Cane;SABLE;Nundro Rockseeker;10116;6191173
82474042;ADVENTURING;ARMS & ARMOUR;T'avin T'soban;SIMPLE MELEE WEAPON;Veterans Cane;SABLE;Nundro Rockseeker;10116;6191173
12900081;COMMISSIONS;ARMS & ARMOUR;T'avin T'soban;STAFF;Dragonstaff of Ahghairon;MYTHAL;Arentian Mythrandius;8525;6127782
81931770;COMMISSIONS;ARMS & ARMOUR;T'avin T'soban;STAFF;Dragonstaff of Ahghairon;SABLE;Nundro Rockseeker;8525;6127782
13103633;LUXURY SPECIALTIES;ARMS & ARMOUR;T'avin T'soban;AMMUNITION;Arrows +3;SABLE;Nundro Rockseeker;7920;6075168
71431902;LUXURY SPECIALTIES;ARMS & ARMOUR;T'avin T'soban;AMMUNITION;Arrows +3;BORDERLANDS;Thaldrak Battlehammer;7920;6075168
33356781;ADVENTURING;TOOLS & KITS;Kay Glimshine;TOOLS;Flask or tankard (Set of 24);BORDERLANDS;Thaldrak Battlehammer;6586;5945376
48165051;ADVENTURING;TOOLS & KITS;Kay Glimshine;TOOLS;Flask or tankard (Set of 24);RED CURTAIN;Siras Invictus;6586;5945376
74296880;ADVENTURING;TOOLS & KITS;Kay Glimshine;TOOLS;Flask or tankard (Set of 24);U.N.N.;Ruralion Baeneduren;6586;5945376
82521396;COMMISSIONS;ARMS & ARMOUR;T'avin T'soban;MARTIAL MELEE WEAPON;Hammer of Thunderbolts;U.N.N.;Ruralion Baeneduren;8360;5895530
95817283;COMMISSIONS;ARMS & ARMOUR;T'avin T'soban;MARTIAL MELEE WEAPON;Hammer of Thunderbolts;MYTHAL;Arentian Mythrandius;8360;5895530
29782053;ADVENTURING;ARMS & ARMOUR;T'avin T'soban;SIMPLE MELEE WEAPON;Spear;U.N.N.;Ruralion Baeneduren;12936;5844698
67119338;ADVENTURING;ARMS & ARMOUR;T'avin T'soban;SIMPLE MELEE WEAPON;Spear;RED CURTAIN;Siras Invictus;12936;5844698
97088411;ADVENTURING;ARMS & ARMOUR;T'avin T'soban;SIMPLE MELEE WEAPON;Spear;BORDERLANDS;Thaldrak Battlehammer;12936;5844698
41746924;ADVENTURING;ARMS & ARMOUR;T'avin T'soban;SIMPLE RANGED WEAPON;Sling;BORDERLANDS;Thaldrak Battlehammer;11806;5641585
60652281;ADVENTURING;ARMS & ARMOUR;T'avin T'soban;SIMPLE RANGED WEAPON;Sling;U.N.N.;Ruralion Baeneduren;11806;5641585
91947739;ADVENTURING;ARMS & ARMOUR;T'avin T'soban;SIMPLE RANGED WEAPON;Sling;RED CURTAIN;Siras Invictus;11806;5641585
54339686;ADVENTURING;ARMS & ARMOUR;T'avin T'soban;MARTIAL RANGED WEAPON;Composite Longbow;U.N.N.;Ruralion Baeneduren;7087;5584063
66895019;ADVENTURING;ARMS & ARMOUR;T'avin T'soban;MARTIAL RANGED WEAPON;Composite Longbow;BORDERLANDS;Thaldrak Battlehammer;7087;5584063
71381325;ADVENTURING;ARMS & ARMOUR;T'avin T'soban;MARTIAL RANGED WEAPON;Composite Longbow;RED CURTAIN;Siras Invictus;7087;5584063
11539502;ADVENTURING;ARMS & ARMOUR;T'avin T'soban;SIMPLE MELEE WEAPON;Hellsteel Simple Melee Weapon;U.N.N.;Ruralion Baeneduren;8532;5551372
32291590;ADVENTURING;ARMS & ARMOUR;T'avin T'soban;SIMPLE MELEE WEAPON;Hellsteel Simple Melee Weapon;RED CURTAIN;Siras Invictus;8532;5551372
97447635;ADVENTURING;ARMS & ARMOUR;T'avin T'soban;SIMPLE MELEE WEAPON;Hellsteel Simple Melee Weapon;BORDERLANDS;Thaldrak Battlehammer;8532;5551372
30499138;ADVENTURING;ARMS & ARMOUR;T'avin T'soban;AMMUNITION;Sling bullets (100);RED CURTAIN;Siras Invictus;11801;5433402
40345627;ADVENTURING;ARMS & ARMOUR;T'avin T'soban;AMMUNITION;Sling bullets (100);U.N.N.;Ruralion Baeneduren;11801;5433402
52921052;ADVENTURING;ARMS & ARMOUR;T'avin T'soban;AMMUNITION;Sling bullets (100);BORDERLANDS;Thaldrak Battlehammer;11801;5433402
53402042;LUXURY SPECIALTIES;ARMS & ARMOUR;T'avin T'soban;HEAVY ARMOUR;Living Heavy Armour;MYTHAL;Arentian Mythrandius;11073;5370348
56716939;LUXURY SPECIALTIES;ARMS & ARMOUR;T'avin T'soban;HEAVY ARMOUR;Living Heavy Armour;ARCANTIC;Enthoril Murkywaters;11073;5370348
32884942;LUXURY SPECIALTIES;ARMS & ARMOUR;T'avin T'soban;ARMOUR OTHER;Armour of Thunder Resistance;MYTHAL;Arentian Mythrandius;6995;5343466
68068750;LUXURY SPECIALTIES;ARMS & ARMOUR;T'avin T'soban;ARMOUR OTHER;Armour of Thunder Resistance;BORDERLANDS;Thaldrak Battlehammer;6995;5343466
13491134;LUXURY SPECIALTIES;JEWELRY;Lanec Lot;AMULET / NECKLACE;Amulet of Protection from Turning;MYTHAL;Arentian Mythrandius;7770;5284365
28434240;LUXURY SPECIALTIES;JEWELRY;Lanec Lot;AMULET / NECKLACE;Amulet of Protection from Turning;U.N.N.;Ruralion Baeneduren;7770;5284365
41646860;LUXURY SPECIALTIES;JEWELRY;Lanec Lot;AMULET / NECKLACE;Amulet of Protection from Turning;ARCANTIC;Enthoril Murkywaters;7770;5284365
46834939;LUXURY SPECIALTIES;JEWELRY;Lanec Lot;AMULET / NECKLACE;Amulet of Protection from Turning;U.N.N.;Ruralion Baeneduren;7770;5284365
21816830;ADVENTURING;ARMS & ARMOUR;T'avin T'soban;MARTIAL MELEE WEAPON;Halberd;RED CURTAIN;Siras Invictus;7537;5213017
32122870;ADVENTURING;ARMS & ARMOUR;T'avin T'soban;MARTIAL MELEE WEAPON;Halberd;U.N.N.;Ruralion Baeneduren;7537;5213017
83846127;ADVENTURING;ARMS & ARMOUR;T'avin T'soban;MARTIAL MELEE WEAPON;Halberd;BORDERLANDS;Thaldrak Battlehammer;7537;5213017
41444294;ADVENTURING;ARMS & ARMOUR;T'avin T'soban;MEDIUM ARMOUR;Half plate;BORDERLANDS;Thaldrak Battlehammer;12674;5166338
45977283;ADVENTURING;ARMS & ARMOUR;T'avin T'soban;MEDIUM ARMOUR;Half plate;RED CURTAIN;Siras Invictus;12674;5166338
86720243;ADVENTURING;ARMS & ARMOUR;T'avin T'soban;MEDIUM ARMOUR;Half plate;U.N.N.;Ruralion Baeneduren;12674;5166338
69969490;COMMISSIONS;ARMS & ARMOUR;T'avin T'soban;SIMPLE MELEE WEAPON;Azuredge;ARCANTIC;Enthoril Murkywaters;11427;5166166
97570403;COMMISSIONS;ARMS & ARMOUR;T'avin T'soban;SIMPLE MELEE WEAPON;Azuredge;ARCANTIC;Enthoril Murkywaters;11427;5166166
12066739;ADVENTURING;ADVENTURING EQUIPMENT;Bubbles;CLOTHING;Toque;RED CURTAIN;Siras Invictus;6146;5126158
31929380;ADVENTURING;ADVENTURING EQUIPMENT;Bubbles;CLOTHING;Toque;U.N.N.;Ruralion Baeneduren;6146;5126158
44085274;ADVENTURING;ADVENTURING EQUIPMENT;Bubbles;CLOTHING;Toque;BORDERLANDS;Thaldrak Battlehammer;6146;5126158
58768110;ADVENTURING;ARMS & ARMOUR;T'avin T'soban;LIGHT ARMOUR;Padded armour;RED CURTAIN;Siras Invictus;9082;5092706
67502079;ADVENTURING;ARMS & ARMOUR;T'avin T'soban;LIGHT ARMOUR;Padded armour;BORDERLANDS;Thaldrak Battlehammer;9082;5092706
93123353;ADVENTURING;ARMS & ARMOUR;T'avin T'soban;LIGHT ARMOUR;Padded armour;U.N.N.;Ruralion Baeneduren;9082;5092706
19989250;ADVENTURING;TOOLS & KITS;Kay Glimshine;TOOL KITS;Jeweler’s tools;BORDERLANDS;Thaldrak Battlehammer;6312;5076560
44048471;ADVENTURING;TOOLS & KITS;Kay Glimshine;TOOL KITS;Jeweler’s tools;RED CURTAIN;Siras Invictus;6312;5076560
96990696;ADVENTURING;TOOLS & KITS;Kay Glimshine;TOOL KITS;Jeweler’s tools;U.N.N.;Ruralion Baeneduren;6312;5076560
22386053;ADVENTURING;ANIMALS & TRANSPORTATION;Shade Tabaxii;MOUNT;Riding Horse;RED CURTAIN;Siras Invictus;6155;5047356
63639694;ADVENTURING;ANIMALS & TRANSPORTATION;Shade Tabaxii;MOUNT;Riding Horse;BORDERLANDS;Thaldrak Battlehammer;6155;5047356
85077468;ADVENTURING;ANIMALS & TRANSPORTATION;Shade Tabaxii;MOUNT;Riding Horse;U.N.N.;Ruralion Baeneduren;6155;5047356
14451062;ADVENTURING;ARMS & ARMOUR;T'avin T'soban;MARTIAL RANGED WEAPON;Net;RED CURTAIN;Siras Invictus;9213;4906449
40219284;ADVENTURING;ARMS & ARMOUR;T'avin T'soban;MARTIAL RANGED WEAPON;Net;BORDERLANDS;Thaldrak Battlehammer;9213;4906449
83013762;ADVENTURING;ARMS & ARMOUR;T'avin T'soban;MARTIAL RANGED WEAPON;Net;U.N.N.;Ruralion Baeneduren;9213;4906449
41412553;ADVENTURING;ARMS & ARMOUR;T'avin T'soban;HEAVY ARMOUR;Ring mail;RED CURTAIN;Siras Invictus;6935;4885746
50569818;ADVENTURING;ARMS & ARMOUR;T'avin T'soban;HEAVY ARMOUR;Ring mail;U.N.N.;Ruralion Baeneduren;6935;4885746
81483962;ADVENTURING;ARMS & ARMOUR;T'avin T'soban;HEAVY ARMOUR;Ring mail;BORDERLANDS;Thaldrak Battlehammer;6935;4885746
17641361;LUXURY SPECIALTIES;ARMS & ARMOUR;T'avin T'soban;MARTIAL RANGED WEAPON;Arcane Firearm;SABLE;Nundro Rockseeker;9576;4844994
32896445;LUXURY SPECIALTIES;ARMS & ARMOUR;T'avin T'soban;MARTIAL RANGED WEAPON;Arcane Firearm;ARCANTIC;Enthoril Murkywaters;9576;4844994
14475948;ADVENTURING;TOOLS & KITS;Kay Glimshine;TOOL KITS;Cobbler’s tools;BORDERLANDS;Thaldrak Battlehammer;6317;4834966
53848194;ADVENTURING;TOOLS & KITS;Kay Glimshine;TOOL KITS;Cobbler’s tools;U.N.N.;Ruralion Baeneduren;6317;4834966
68164075;ADVENTURING;TOOLS & KITS;Kay Glimshine;TOOL KITS;Cobbler’s tools;RED CURTAIN;Siras Invictus;6317;4834966
16484942;ADVENTURING;MUSICAL INSTRUMENT;Balthazaar Viscari;PERCUSSION INSTRUMENT;Tambourine;U.N.N.;Ruralion Baeneduren;5921;4800286
49887383;ADVENTURING;MUSICAL INSTRUMENT;Balthazaar Viscari;PERCUSSION INSTRUMENT;Tambourine;RED CURTAIN;Siras Invictus;5921;4800286
95561142;ADVENTURING;MUSICAL INSTRUMENT;Balthazaar Viscari;PERCUSSION INSTRUMENT;Tambourine;BORDERLANDS;Thaldrak Battlehammer;5921;4800286
39057663;COMMISSIONS;ARMS & ARMOUR;T'avin T'soban;SHIELD;Shield of the Hidden Lord;U.N.N.;Ruralion Baeneduren;7379;4799019
55477016;COMMISSIONS;ARMS & ARMOUR;T'avin T'soban;SHIELD;Shield of the Hidden Lord;SABLE;Nundro Rockseeker;7379;4799019
53837260;ADVENTURING;ANIMALS & TRANSPORTATION;Shade Tabaxii;MOUNT;Riding Saddle;BORDERLANDS;Thaldrak Battlehammer;5966;4725748
71536996;ADVENTURING;ANIMALS & TRANSPORTATION;Shade Tabaxii;MOUNT;Riding Saddle;RED CURTAIN;Siras Invictus;5966;4725748
88838489;ADVENTURING;ANIMALS & TRANSPORTATION;Shade Tabaxii;MOUNT;Riding Saddle;U.N.N.;Ruralion Baeneduren;5966;4725748
60111510;ADVENTURING;TOOLS & KITS;Kay Glimshine;TOOLS;Healer’s kit;BORDERLANDS;Thaldrak Battlehammer;6100;4699879
83053327;ADVENTURING;TOOLS & KITS;Kay Glimshine;TOOLS;Healer’s kit;RED CURTAIN;Siras Invictus;6100;4699879
87688803;ADVENTURING;TOOLS & KITS;Kay Glimshine;TOOLS;Healer’s kit;U.N.N.;Ruralion Baeneduren;6100;4699879
83563708;ADVENTURING;ARMS & ARMOUR;T'avin T'soban;AMMUNITION;Arrows (100);BORDERLANDS;Thaldrak Battlehammer;13691;4690867
86565978;ADVENTURING;ARMS & ARMOUR;T'avin T'soban;AMMUNITION;Arrows (100);U.N.N.;Ruralion Baeneduren;13691;4690867
90239927;ADVENTURING;ARMS & ARMOUR;T'avin T'soban;AMMUNITION;Arrows (100);RED CURTAIN;Siras Invictus;13691;4690867
38734623;ADVENTURING;TOOLS & KITS;Kay Glimshine;TOOLS;Piton (set of 10);U.N.N.;Ruralion Baeneduren;5968;4690609
40292466;ADVENTURING;TOOLS & KITS;Kay Glimshine;TOOLS;Piton (set of 10);BORDERLANDS;Thaldrak Battlehammer;5968;4690609
47889947;ADVENTURING;TOOLS & KITS;Kay Glimshine;TOOLS;Piton (set of 10);RED CURTAIN;Siras Invictus;5968;4690609
28905526;ADVENTURING;MUSICAL INSTRUMENT;Balthazaar Viscari;STRING INSTRUMENT;Viol;BORDERLANDS;Thaldrak Battlehammer;6081;4653060
47525864;ADVENTURING;MUSICAL INSTRUMENT;Balthazaar Viscari;STRING INSTRUMENT;Viol;U.N.N.;Ruralion Baeneduren;6081;4653060
54924219;ADVENTURING;MUSICAL INSTRUMENT;Balthazaar Viscari;STRING INSTRUMENT;Viol;RED CURTAIN;Siras Invictus;6081;4653060
38403298;ADVENTURING;ANIMALS & TRANSPORTATION;Shade Tabaxii;MOUNT;Bit & Bridle;BORDERLANDS;Thaldrak Battlehammer;6381;4631741
64698005;ADVENTURING;ANIMALS & TRANSPORTATION;Shade Tabaxii;MOUNT;Bit & Bridle;U.N.N.;Ruralion Baeneduren;6381;4631741
76435299;ADVENTURING;ANIMALS & TRANSPORTATION;Shade Tabaxii;MOUNT;Bit & Bridle;RED CURTAIN;Siras Invictus;6381;4631741
63136397;ADVENTURING;TOOLS & KITS;Kay Glimshine;TOOL KITS;Weaver’s tools;BORDERLANDS;Thaldrak Battlehammer;6237;4587065
89641924;ADVENTURING;TOOLS & KITS;Kay Glimshine;TOOL KITS;Weaver’s tools;RED CURTAIN;Siras Invictus;6237;4587065
99070920;ADVENTURING;TOOLS & KITS;Kay Glimshine;TOOL KITS;Weaver’s tools;U.N.N.;Ruralion Baeneduren;6237;4587065
41936666;LUXURY SPECIALTIES;ARMS & ARMOUR;T'avin T'soban;MARTIAL RANGED WEAPON;Oathbow;BORDERLANDS;Thaldrak Battlehammer;6221;4568526
93922725;LUXURY SPECIALTIES;ARMS & ARMOUR;T'avin T'soban;MARTIAL RANGED WEAPON;Oathbow;SABLE;Nundro Rockseeker;6221;4568526
30460835;ADVENTURING;ARMS & ARMOUR;T'avin T'soban;MEDIUM ARMOUR;Chain shirt;BORDERLANDS;Thaldrak Battlehammer;10218;4554670
31180478;ADVENTURING;ARMS & ARMOUR;T'avin T'soban;MEDIUM ARMOUR;Chain shirt;RED CURTAIN;Siras Invictus;10218;4554670
43361969;ADVENTURING;ARMS & ARMOUR;T'avin T'soban;MEDIUM ARMOUR;Chain shirt;U.N.N.;Ruralion Baeneduren;10218;4554670
45909423;ADVENTURING;ANIMALS & TRANSPORTATION;Shade Tabaxii;LIVESTOCK;Boar;BORDERLANDS;Thaldrak Battlehammer;6026;4549281
49949289;ADVENTURING;ANIMALS & TRANSPORTATION;Shade Tabaxii;LIVESTOCK;Boar;U.N.N.;Ruralion Baeneduren;6026;4549281
76692327;ADVENTURING;ANIMALS & TRANSPORTATION;Shade Tabaxii;LIVESTOCK;Boar;RED CURTAIN;Siras Invictus;6026;4549281
